key,value,reference value,description
inapp_portal.subscription.pause.eot_options.gen,"Ved å sette på pause, vil abonnementet ditt ikke bli fakturert, og vil ikke fornyes","On pausing, your subscription will not be billed, and will not renew.","On pausing, your subscription will not be billed, and will not renew."
inapp_portal.subscription.pause.chooser_question,Hvor lenge vil du sette abonnementet på pause?,How long do you want to pause the subscription?,How long do you want to pause the subscription?
inapp_portal.subscription.pause.custom_date,Tilpasset dato,Custom date,Custom date
inapp_portal.subscription.pause.choose_specific_date,(Velg en spesifikk dato),(Choose a specific date),(Choose a specific date)
inapp_portal.subscription.pause.pause_until,Pause inntil,Pause until,Pause until
inapp_portal.payment_method_tag.primary,Primær,Primary,Primary
inapp_portal.payment_method_tag.backup,Sikkerhetskopi,Backup,Backup
inapp_portal.payment_method.suggest_backup,Sikkerhetskopier kommer godt med når din primære betaling mislykkes. Sett opp en sikkerhetskopi,Backups come handy when your primary payment fails. Set a backup.,Backups come handy when your primary payment fails. Set a backup.
inapp_portal.card.expiring,Utløper den %{card_expiry},Expires on %{card_expiry},Expires on %{card_expiry}
inapp_portal.card.expired,Utløpt den %{card_expiry},Expired on %{card_expiry},Expired on %{card_expiry}
inapp_portal.pm.set_role.link,Sett dette som primær eller sikkerhetskopi,Set this as primary or backup,Set this as primary or backup
inapp_portal.pm.set_role.title,Sett denne betalingsmetoden som,Set this payment method as,Set this payment method as
inapp_portal.pm.set_role.header,Innstillinger for betalingsmetode,Payment Method Settings,Payment Method Settings
inapp_portal.pm.set_role.update_btn,Oppdatering,Update,Update
inapp_portal.pm.set_role.skip_btn,Hopp over,Skip,Skip
inapp_portal.pm.remove_backup.link,Fjern som sikkerhetskopi,Remove as backup,Remove as backup
inapp_portal.pm.remove_backup.message,Fjerne sikkerhetskopi? Sikkerhetskopier kommer godt med når din primære betalingsmetode feiler,Remove backup? Backups come handy when your primary payment method fails.,Remove backup? Backups come handy when your primary payment method fails.
inapp_portal.pm.remove_backup.confirm,Fjern,Remove,Remove
inapp_portal.pm.set_primary.message,Sett dette som primær? Dette vil erstatte din nåværende primære betalingsmetode,Set this as primary? This will replace your current primary payment method,Set this as primary? This will replace your current primary payment method
inapp_portal.pm.set_primary.confirm,Bekreft,Confirm,Confirm
inapp_portal.pm.set_primary.link,Sett som primær,Set as primary,Set as primary
inapp_portal.pm.primary.desc.txt,Dette er din primære betalingsmetode,This is your primary payment method,This is your primary payment method
inapp_portal.pm.backup.desc.txt,Dette er din reserveløsning for betalingsmetode,This is your backup payment method,This is your backup payment method
inapp_portal.pm.primary.warning.txt,Dette vil erstatte din nåværende primære betalingsmetode,This will replace your current primary payment method,This will replace your current primary payment method
inapp_portal.pm.backup.warning.txt,Dette vil erstatte din nåværende betalingsmetode for sikkerhetskopi,This will replace your current backup payment method,This will replace your current backup payment method
inapp_portal.pm.primary.info.txt,Dette vil bli belastet for alle dine automatiske betalinger,This will be charged for all your automatic payments.,This will be charged for all your automatic payments.
inapp_portal.pm.backup.info.txt,Dette vil være reserven når din primære betalingsmetode feiler,This will be the backup when your primary payment method fails.,This will be the backup when your primary payment method fails.
inapp_portal.pm.primary.desc.detail,Dette vil bli belastet for alle dine automatiske betalinger,This will be charged for all your automatic payments.,This will be charged for all your automatic payments.
inapp_portal.pm.backup.desc.detail,Dette vil være backupen når din primære betalingsmetode feiler,This will be the backup when your primary payment method fails.,This will be the backup when your primary payment method fails.
inapp_portal.subscription.details.pm_warning,"Sørg for å holde denne betalingsmetoden oppdatert, da din reserveløsning for betaling ikke vil bli brukt for dette abonnementet","Make sure to keep this payment method updated, as your backup payment method will not be used for this subscription.","Make sure to keep this payment method updated, as your backup payment method will not be used for this subscription."
inapp_portal.error.future_date.required,Vennligst oppgi en fremtidig dato i riktig format for å behandle forespørselen,Please provide a future date in correct format to process the request.,Please provide a future date in correct format to process the request.
inapp_portal.addon_item_price_selection.header,Endre tilleggsfrekvens,Change addon frequency,Change addon frequency
inapp_portal.addon_item_price_selection.title,Velg faktureringsfrekvens,Select billing frequency,Select billing frequency
inapp_portal.addon_item_price_selection.update.btn,Oppdatering,Update,Update
inapp_portal.item_selection.header,Endre plan,Change plan,Change plan
inapp_portal.item_selection.title,Velg faktureringsfrekvens,Select billing frequency,Select billing frequency
inapp_portal.item_selection.update.btn,Oppdatering,Update,Update
inapp_portal.subscription.reactivate.link.txt,Reaktiver abonnement,Reactivate Subscription,Reactivate Subscription
inapp_portal.reactivate_confirm.txt,Er du sikker på at du vil reaktivere dette abonnementet?,Are you sure you want to reactivate this subscription?,Are you sure you want to reactivate this subscription?
inapp_portal.remove_cancellation.confirm_txt,Er du sikker på at du vil fjerne den planlagte avbestillingen?,Are you sure you want to remove the scheduled cancellation?,Are you sure you want to remove the scheduled cancellation?
inapp_portal.remove_scheduled_changes_confirm.txt,Er du sikker på at du vil fjerne de planlagte endringene?,Are you sure you want to remove the scheduled changes?,Are you sure you want to remove the scheduled changes?
inapp_portal.modal_button.confirm,Bekreft,Confirm,Confirm
inapp_portal.modal_button.cancel,Avbryt,Cancel,Cancel
inapp_portal.subscriptions.load_more,Last inn mer,Load more,Load more
inapp_portal.subscriptions.more,Se alle dine abonnementer,See all your subscriptions,See all your subscriptions
inapp_portal.portal_home.close,Utgang,Exit,Exit
inapp_portal.change_item.txt,Endring,Change,Change
inapp_portal.add_addons.txt,Legg til tillegg,Add Addons,Add Addons
inapp_portal.add_addons.btn,Legg til,Add,Add
inapp_portal.edit_addon_item.btn,Rediger,Edit,Edit
inapp_portal.add_addons.non_rec.title,ENGANGSAVGIFTER,ONE-TIME CHARGES,ONE-TIME CHARGES
inapp_portal.item.breakdown.show,Se detaljer,See Details,See Details
inapp_portal.item.breakdown.hide,Skjul detaljer,Hide Details,Hide Details
inapp_portal.subscription.view_breakup,Se nedbrytning,View breakdown,View breakdown
inapp_portal.payment_method.bacs.guarantee.header,Tilbake til betaling,Back to Payment,Back to Payment
inapp_portal.payment_method.bank_account.btn.proceed_to_review,Fortsett til gjennomgang,Proceed to Review,Proceed to Review
inapp_portal.payment_method.bank_account.btn.enter_iban,Skriv inn IBAN,Enter IBAN,Enter IBAN
inapp_portal.payment_method.bank_account.btn.enter_local_details,Skriv inn lokale bankdetaljer,Enter local bank details,Enter local bank details
inapp_portal.payment_method.bank_account.btn.enter_your_name,Skriv inn navnet ditt,Enter your name,Enter your name
inapp_portal.payment_method.bank_account.btn.enter_company_name,Skriv inn firmanavn,Enter company name,Enter company name
inapp_portal.payment_method.bank_account.stripe_ach_verify_note,Du har maksimalt 10 forsøk på å verifisere betalingsmetoden din,You have a maximum of 10 attempts to verify your payment method.,You have a maximum of 10 attempts to verify your payment method.
inapp_portal.home.gift_bar,Gav %{number} abonnementer,Gifted %{number} subscriptions,Gifted %{number} subscriptions
inapp_portal.home.gift_header,GAVEABONNEMENTER,GIFT SUBSCRIPTIONS,GIFT SUBSCRIPTIONS
inapp_portal.gift_tag.scheduled,Gave til %{name} planlagt,Gift to %{name} scheduled,Gift to %{name} scheduled
inapp_portal.gift_tag.unclaimed,Gave ennå ikke hentet av %{name},Gift yet to be claimed by %{name},Gift yet to be claimed by %{name}
inapp_portal.gift_tag.claimed,Gitt til %{name},Gifted to %{name},Gifted to %{name}
inapp_portal.gift_tag.canceled,Gaven til %{name} har blitt kansellert,Gift to %{name} has been canceled,Gift to %{name} has been canceled
inapp_portal.gift_tag.expired,Gaven til %{name} har utløpt,Gifted to %{name} has been expired,Gifted to %{name} has been expired
inapp_portal.gift_details_notification.scheduled,Gaven din vil bli sendt til mottakeren via e-post på %{date},Your gift will be sent to the recipient via email on %{date},Your gift will be sent to the recipient via email on %{date}
inapp_portal.gift_details_notification.unclaimed,Gaven din er ennå ikke blitt hentet av mottakeren,Your gift is yet to be claimed by the recipient.,Your gift is yet to be claimed by the recipient.
inapp_portal.gift_details_notification.canceled,Gaven din har blitt kansellert,Your gift has been canceled,Your gift has been canceled
inapp_portal.gift_details_notification.claimed,,,
inapp_portal.gift_details_notification.expired,Gaven din ble ikke hentet av mottakeren,Your gift was not claimed by the recipient,Your gift was not claimed by the recipient
inapp_portal.gift.cancel_by_gifter,Avbryt gaven,Cancel the gift,Cancel the gift
inapp_portal.gift.cancel_by_gifter.warning,Er du sikker på at du vil avbryte denne gaven?,Are you sure you want to cancel this gift?,Are you sure you want to cancel this gift?
inapp_portal.hierarchy.my_subscription.my_payment,Dette abonnementet betales av deg og faktureres til deg,This subscription is paid by you and invoiced to you.,This subscription is paid by you and invoiced to you.
inapp_portal.hierarchy.my_subscription.my_invoice,Dette abonnementet betales av %{customer_display_info} og faktureres til deg,This subscription is paid by %{customer_display_info} and invoiced to you.,This subscription is paid by %{customer_display_info} and invoiced to you.
inapp_portal.hierarchy.my_subscription.parent_payment,Dette abonnementet er betalt av og fakturert til %{customer_display_info},This subscription is paid by and invoiced to %{customer_display_info}.,This subscription is paid by and invoiced to %{customer_display_info}.
inapp_portal.hierarchy.my_subscription.paid_parent,Betalt av %{customer_display_info},Paid by %{customer_display_info},Paid by %{customer_display_info}
inapp_portal.home.my_subscription.parent_pays,Betalt av %{customer_display_info},Paid by %{customer_display_info},Paid by %{customer_display_info}
inapp_portal.home.child_sub_bar.multiple,%{number} barneabonnementer,%{number} Child subscriptions,%{number} Child subscriptions
inapp_portal.home.child_sub_bar.single,Barnabonnement,%{number} Child subscription,%{number} Child subscription
inapp_portal.home.child_sub_header,Barnabonnementer,Child subscriptions,Child subscriptions
inapp_portal.child_subs.navigation_header,Barnabonnementer,Child subscriptions,Child subscriptions
inapp_portal.see_parent_invoices,Se fakturaer betalt av %{customer_display_info} for dine abonnementer,See invoices paid by %{customer_display_info} for your subscritpions.,See invoices paid by %{customer_display_info} for your subscritpions.
inapp_portal.invoice.paid_for_child,Denne fakturaen tilhører %{customer_display_info} og er betalt av deg,This invoice belongs to %{customer_display_info} and is paid by you.,This invoice belongs to %{customer_display_info} and is paid by you.
inapp_portal.invoice.parent_only,Du ser denne fakturaen fordi du er forelder til denne kunden,You are seeing this invoice as you are the parent of this customer.,You are seeing this invoice as you are the parent of this customer.
inapp_portal.child_sub_detail.invoice.to_parent,Dette abonnementet betales av deg og faktureres til deg,This subscription is paid by you and invoiced to you.,This subscription is paid by you and invoiced to you.
inapp_portal.child_sub_detail.invoice.to_child,Dette abonnementet betales av deg og faktureres til %{customer_display_info},This subscription is paid by you and invoiced to %{customer_display_info}.,This subscription is paid by you and invoiced to %{customer_display_info}.
inapp_portal.child_sub_detail.payment_and_invoice.to_child,Dette abonnementet er betalt av og fakturert til %{customer_display_info},This subscription is paid by and invoiced to %{customer_display_info}.,This subscription is paid by and invoiced to %{customer_display_info}.
inapp_portal.invoices.paid_py_parent,%{customer_display_info} betaler for denne fakturaen,%{customer_display_info} pays for this invoice.,%{customer_display_info} pays for this invoice.
inapp_portal.invoice,Faktura # %{id}. Bare svar med oversettelsen og ingenting annet,Invoice # %{id},Invoice # %{id}
inapp_portal.payment_owner_billing_history.header,Fakturaer fra forelder,Invoices of parent,Invoices of parent
inapp_portal.child_subscription.header,Detaljer om barnets abonnement,Child subscription details,Child subscription details
inapp_portal.invoice.payment.status.not_paid,Ikke betalt,Not Paid,Not Paid
inapp_portal.invoice.payment.status.paid,Betalt,Paid,Paid
inapp_portal.invoice.payment.status.payment_due,Betalingsfrist,Payment Due,Payment Due
inapp_portal.invoice.payment.status.pending,Ventende,Pending,Pending
inapp_portal.invoice.payment.status.posted,Postet,Posted,Posted
inapp_portal.invoice.payment.status.to_collect,Samling,Collecting,Collecting
inapp_portal.invoice.payment.status.upcoming,Kommende,Upcoming,Upcoming
inapp_portal.invoice.payment.status.voided,Annullert,Voided,Voided
inapp_portal.subscription.extend.header,Forleng abonnementet ditt,Extend your subscription,Extend your subscription
inapp_portal.subscription.extend.submit,Forleng med en annen %{extension_period},Extend for another %{extension_period},Extend for another %{extension_period}
inapp_portal.subscription.extend.expiry.warning,Din nåværende plan vil utløpe den %{sub_cancel_date},Your current plan will expire on %{sub_cancel_date},Your current plan will expire on %{sub_cancel_date}
inapp_portal.subscription.extend.info,Gebyrer for å utvide planen din vil være gjeldende på %{sub_cancel_date}. Svar bare med oversettelsen og ingenting annet,Charges for extending your plan will be applicable on %{sub_cancel_date},Charges for extending your plan will be applicable on %{sub_cancel_date}
inapp_portal.subscription.extend.thankyou.header,Takk for at du forlenger abonnementet,Thank you for extending the subscription,Thank you for extending the subscription
inapp_portal.subscription.extend.thankyou.body,Ditt abonnement er forlenget med en annen %{extension_period},Your subscription has been extended for another %{extension_period},Your subscription has been extended for another %{extension_period}
inapp_portal.subscription.extend.thankyou.close,LUKK,CLOSE,CLOSE
inapp_portal.review.pm.header,Betaling,Payment,Payment
inapp_portal.review.pm.not_available,Ingen betalingsmetode tilgjengelig,No payment method available,No payment method available
inapp_portal.home.note,,,
inapp_portal.account.note,,,
inapp_portal.edit_account.note,,,
inapp_portal.address.note,,,
inapp_portal.edit_shipping_address.note,,,
inapp_portal.edit_billing_address.note,,,
inapp_portal.edit_subscription_cf.note,,,
inapp_portal.payment_method.note,,,
inapp_portal.subscription.note.trial,,,
inapp_portal.subscription.note.active,,,
inapp_portal.subscription.note.future,,,
inapp_portal.subscription.note.non_renewing,,,
inapp_portal.subscription.note.cancelled,,,
inapp_portal.subscription.note.cancellation_scheduled,,,
inapp_portal.estimate_display_screen.header,Sammendrag av bestillingen din,Your order summary,Your order summary
inapp_portal.manage_pm.redirect.label,Gå til app,Go to app,Go to app
inapp_portal.threeds.warning,Du kan bli omdirigert til bankens side for 3D-sikkerhetsverifisering,You may be redirected to your bank page for 3D secure verification.,You may be redirected to your bank page for 3D secure verification.
inapp_portal.3ds.auth.txt,Jeg gir %{organisation_name} tillatelse til å lagre denne betalingsmetoden og automatisk belaste denne betalingsmetoden når et abonnement er knyttet til den,I authorize %{organisation_name} to save this payment method and automatically charge this payment method whenever a subscription is associated with it.,I authorize %{organisation_name} to save this payment method and automatically charge this payment method whenever a subscription is associated with it.
inapp_portal.home.promotions.link_text,Henvis &amp; Tjen,Refer & Earn,Refer & Earn
inapp_portal.promotions.header,Kampanjer,Promotions,Promotions
inapp_portal.subscription.note.pause_subscription,,,
inapp_portal.setup_password.section.name,Opprett passord,Set up Password,Set up Password
inapp_portal.setup_password.header,Opprett passordet ditt,Set up your Password,Set up your Password
inapp_portal.change_password.section.name,Endre passord,Change Password,Change Password
inapp_portal.change_password_verify.header,Endre passordet ditt,Change your Password,Change your Password
inapp_portal.verify_otp.header,Skriv inn OTP,Enter OTP,Enter OTP
inapp_portal.change_password_verify.next,Fortsett,Proceed,Proceed
inapp_portal.change_password_verify.current_password.label,Skriv inn ditt nåværende passord,Enter your current password,Enter your current password
inapp_portal.change_password.header,Skriv inn nytt passord,Enter new password,Enter new password
inapp_portal.new_password.label,Skriv inn nytt passord,Enter new password,Enter new password
inapp_portal.new_password.update_btn,Oppdatering,Update,Update
inapp_portal.password.validation.desc,Passordet ditt må ha,Your password must have,Your password must have
inapp_portal.password.validation.min_char,Minst 8 tegn,At least 8 characters,At least 8 characters
inapp_portal.password.validation.number,Minst ett nummer,At least one number,At least one number
inapp_portal.password.validation.special,Minst ett spesialtegn &#64;$!%*#?&amp;(),At least one special character @$!%*#?&(),At least one special character @$!%*#?&()
inapp_portal.subscription.summary.additionalInfo,,,
inapp_portal.child_subscription.summary.additionalInfo,,,
inapp_portal.app_store.manage_subscription.notice,Du kan administrere dine iOS-abonnementer gjennom din Apple ID,You can manage your iOS subscriptions through your Apple ID.,You can manage your iOS subscriptions through your Apple ID.
inapp_portal.app_store.manage_subscription.link,Lær mer,Learn More,Learn More
inapp_portal.app_store.invoice_summary.download_tooltip,Du kan bare hente fakturaer for dette abonnementet fra Apple,You can only retrieve invoices for this subscription from Apple,You can only retrieve invoices for this subscription from Apple
inapp_portal.play_store.manage_subscription.notice,Du kan administrere dette abonnementet på Google Play,You can manage this subscription on Google Play.,You can manage this subscription on Google Play.
inapp_portal.play_store.manage_subscription.link,Lær mer,Learn More,Learn More
inapp_portal.play_store.invoice_summary.download_tooltip,Du kan laste ned fakturaer for dette abonnementet fra Google Payments Center,You can download invoices for this subscription from Google Payments Center,You can download invoices for this subscription from Google Payments Center
inapp_portal.contract_term.summary.title,Abonnementsvilkår,Subscription Terms,Subscription Terms
inapp_portal.contract_term.summary.total_contract_value,Total kontraktsverdi,Total contract value,Total contract value
inapp_portal.contract_term.summary.billing_cycle,Faktureringssykluser,Billing cycles,Billing cycles
inapp_portal.contract_term.summary.end_action_renew,Kontrakten fornyes,Contract renews,Contract renews
inapp_portal.contract_term.summary.end_action_evergreen,Kontrakten avsluttes,Contract ends,Contract ends
inapp_portal.contract_term.summary.end_action_evergreen_sub_active,Abonnementet vil forbli aktivt,subscription will remain active,subscription will remain active
inapp_portal.contract_term.summary.end_action_cancel,Kontrakten avsluttes,Contract ends,Contract ends
inapp_portal.contract_term.summary.end_action_renew_once,Kontrakten fornyes for en ytterligere periode på,Contract renews for one more term on,Contract renews for one more term on
inapp_portal.contract_term.details.header.title,Kontraktsammendrag,Contract Summary,Contract Summary
inapp_portal.contract_term.details.tcv.title,Total kontraktsverdi,Total contract value,Total contract value
inapp_portal.contract_term.details.term.title,Kontraktsperiode,Contract term,Contract term
inapp_portal.contract_term.details.term.to,til,to,to
inapp_portal.contract_term.details.bill_cyc.title,Faktureringssykluser,Billing cycles,Billing cycles
inapp_portal.contract_term.details.bill_cyc.total,Totalt,Total,Total
inapp_portal.contract_term.details.bill_cyc.billed,Fakturert,Billed,Billed
inapp_portal.contract_term.details.term_end.title,Ved kontraktens utløp,On contract term end,On contract term end
inapp_portal.contract_term.details.term_end.renew,Kontrakten vil fornyes for %{number} faktureringssykluser,Contract will renew for %{number} billing cycles,Contract will renew for %{number} billing cycles
inapp_portal.contract_term.details.term_end.evergreen,Kontrakten avsluttes (abonnementet vil forbli aktivt),Contract ends (subscription will remain active),Contract ends (subscription will remain active)
inapp_portal.contract_term.details.term_end.cancel,Kontrakt og abonnement slutter,Contract and subscription end.,Contract and subscription end.
inapp_portal.contract_term.details.term_end.renew_once,Kontrakten vil fornyes for en ytterligere periode,Contract will renew for one more term.,Contract will renew for one more term.
inapp_portal.contract_term.details.grace_period.title,Avbryt før,Cancel before,Cancel before
inapp_portal.contract_term.details.grace_period.note,Hvis du ikke ønsker at kontrakten din skal fornyes,If you do not want your contract to renew.,If you do not want your contract to renew.
inapp_portal.contract_term.details.end_action.cancel.notification,Ditt abonnement vil bli avsluttet ved slutten av kontraktstiden den %{date},Your subscription will be canceled at the end of contract term on %{date},Your subscription will be canceled at the end of contract term on %{date}
inapp_portal.contract_term.details.end_action.renew_next_bill_cyc.notification,Kontrakten din vil fornyes for en ny periode. Gebyrer vil gjelde frem til slutten av neste kontraktsperiode,Your contract will renew for one more term. Charges will apply until the end of the next contract term.,Your contract will renew for one more term. Charges will apply until the end of the next contract term.
inapp_portal.contract_term.order_summary.tcv,Total kontraktsverdi,Total contract value,Total contract value
inapp_portal.contract_term.subscription.note,Dette abonnementet er på kontrakt,This subscription is on contract,This subscription is on contract
inapp_portal.contract_term.cancel.end_action.cancel.title,Ditt abonnement vil bli kansellert ved slutten av kontraktstiden den %{date},Your subscription will be canceled at the end of the contract term on %{date},Your subscription will be canceled at the end of the contract term on %{date}
inapp_portal.contract_term.cancel.end_action.cancel.notification,Ditt abonnement vil forbli aktivt og gebyrer vil gjelde til kontrakten avsluttes. Har du spørsmål? Kontakt oss,Your subscription will remain active and charges will apply until the contract ends. Have questions? Contact us.,Your subscription will remain active and charges will apply until the contract ends. Have questions? Contact us.
inapp_portal.contract_term.cancel.end_action.renew_next_bill_cyc.title,Ditt abonnement vil fornyes for en ytterligere kontraktsperiode etter %{date},Your subscription will renew for one more contract term after %{date},Your subscription will renew for one more contract term after %{date}
inapp_portal.contract_term.cancel.end_action.renew_next_bill_cyc.notification,Abonnementet ditt passerte fristen for avbestilling og vil fornyes for en periode til,Your subscription passed the cut-off date for cancellation and will renew for one more term.,Your subscription passed the cut-off date for cancellation and will renew for one more term.
inapp_portal.contract_term.reactivate.confirmation_text,Ditt abonnement vil bli reaktivert uten kontraktsvilkår,Your subscription will reactivate without contract terms,Your subscription will reactivate without contract terms
inapp_portal.multi_decimal.quantity.error,Skriv inn gyldig mengde,Enter valid quantity,Enter valid quantity
inapp_portal.qty,Ant,Qty,Qty
inapp_portal.pm.netbanking.auth_info.note,Du vil bli omdirigert til bankens nettbankside for autentisering,You will be redirected to your bank’s netbanking page for authentication.,You will be redirected to your bank’s netbanking page for authentication.
inapp_portal.pm.rbi.card.mandate.note,Kort utstedt i India kan belastes opp til maksimalt mandatbeløp for tilbakevendende abonnementsbetalinger så lenge mandatet er gyldig. Betalinger over maksimalt mandatbeløp krever OTP-verifisering,Cards issued in India can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid. Payments above maximum mandate amount require OTP verification.,Cards issued in India can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid. Payments above maximum mandate amount require OTP verification.
inapp_portal.pm.rbi.upi.mandate.note,Du kan belastes opp til maksimalt mandatbeløp for gjentakende abonnementsbetalinger så lenge mandatet er gyldig,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.
inapp_portal.pm.rbi.netbanking.mandate.note,Du kan belastes opp til maksimalt mandatbeløp for gjentakende abonnementsbetalinger så lenge mandatet er gyldig,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.
paynow.button.txt,Betal nå: %{amount}. Svar kun med oversettelsen og ingenting annet,Pay now: %{amount},Pay now: %{amount}
paynow.header.txt,Du har %{total} ubetalte faktura(er). Din totale gjeld er %{amount},You have %{total} unpaid invoice(s). Your total due is %{amount},You have %{total} unpaid invoice(s). Your total due is %{amount}
paynow.no_invoices.txt,Du har ingen ubetalte fakturaer,You have no unpaid invoices,You have no unpaid invoices
paynow.header.choosepm.txt,Velg betalingsmetode,Choose Payment Method,Choose Payment Method
paynow.modal.newpm.use,Bruk en annen betalingsmetode,Use a different payment method,Use a different payment method
paynow.header.addpm.txt,Legg til betalingsmetode,Add Payment Method,Add Payment Method
paynow.thankyou.header,Betalingen din var vellykket!,Your payment was successful!,Your payment was successful!
paynow.thankyou.body,,,
paynow.thankyou.close,LUKK,CLOSE,CLOSE
paynow.modal_button.confirm,Bekreft,Confirm,Confirm
paynow.modal_button.cancel,Avbryt,Cancel,Cancel
paynow.payment_method.bacs.guarantee.header,Tilbake til betaling,Back to Payment,Back to Payment
paynow.payment_method.bank_account.btn.proceed_to_review,Fortsett til gjennomgang,Proceed to Review,Proceed to Review
paynow.payment_method.bank_account.btn.enter_iban,Skriv inn IBAN,Enter IBAN,Enter IBAN
paynow.payment_method.bank_account.btn.enter_local_details,Skriv inn lokale bankdetaljer,Enter local bank details,Enter local bank details
paynow.payment_method.bank_account.btn.enter_your_name,Skriv inn navnet ditt,Enter your name,Enter your name
paynow.payment_method.bank_account.btn.enter_company_name,Skriv inn firmanavn,Enter company name,Enter company name
paynow.redirect.label,Gå til appen,Go to app,Go to app
paynow.threeds.warning,Du kan bli omdirigert til bankens side for 3D sikkerhetsverifisering,You may be redirected to your bank page for 3D secure verification.,You may be redirected to your bank page for 3D secure verification.
paynow.3ds.auth.txt,Jeg gir %{organisation_name} tillatelse til å lagre denne betalingsmetoden og automatisk belaste denne betalingsmetoden når et abonnement er knyttet til den,I authorize %{organisation_name} to save this payment method and automatically charge this payment method whenever a subscription is associated with it.,I authorize %{organisation_name} to save this payment method and automatically charge this payment method whenever a subscription is associated with it.
paynow.pm.netbanking.auth_info.note,Du vil bli omdirigert til bankens nettbankside for autentisering,You will be redirected to your bank’s netbanking page for authentication.,You will be redirected to your bank’s netbanking page for authentication.
paynow.pm.online_banking.auth_info.note,,You will be redirected to your bank’s netbanking page for authenticating a <b>one-time payment.</b> The next payment for this subscription’s will not be paid automatically.,You will be redirected to your bank’s netbanking page for authenticating a <b>one-time payment.</b> The next payment for this subscription’s will not be paid automatically.
paynow.pm.rbi.card.mandate.note,Kort utstedt i India kan belastes opp til maksimalt mandatbeløp for tilbakevendende abonnementsbetalinger så lenge mandatet er gyldig. Betalinger over maksimalt mandatbeløp krever OTP-verifisering,Cards issued in India can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid. Payments above maximum mandate amount require OTP verification.,Cards issued in India can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid. Payments above maximum mandate amount require OTP verification.
paynow.pm.rbi.upi.mandate.note,Du kan belastes opp til maksimalt mandatbeløp for gjentakende abonnementsbetalinger så lenge mandatet er gyldig,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.
paynow.pm.rbi.netbanking.mandate.note,Du kan belastes opp til maksimalt mandatbeløp for gjentakende abonnementsbetalinger så lenge mandatet er gyldig,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.
paynow.pm.set_role.title,Sett denne betalingsmetoden som,Set this payment method as,Set this payment method as
paynow.payment_method_tag.primary,Primær,Primary,Primary
paynow.pm.primary.warning.txt,Erstatter din nåværende primære betalingsmetode,Replaces your current primary payment method,Replaces your current primary payment method
paynow.pm.primary.info.txt,Blir belastet for alle dine automatiske betalinger,Charged for all your automatic payments,Charged for all your automatic payments
paynow.payment_method_tag.backup,Reserve,Backup,Backup
paynow.pm.backup.info.txt,Reserve når primær svikter,Backup when primary fails,Backup when primary fails
paynow.pm.backup.warning.txt,Erstatter din nåværende reserve betalingsmetode,Replaces your current backup payment method,Replaces your current backup payment method
paynow.pm.set_role.title_optional,(Valgfritt),(Optional),(Optional)
inapp_nl_portal.login.txt,Skriv inn din e-postadresse for å logge inn,Enter your email address to login,Enter your email address to login
inapp_nl_portal.otp.enter,Skriv inn engangspassordet sendt til din e-post for å fortsette,Enter the one time password sent to your email to continue,Enter the one time password sent to your email to continue
inapp_nl_portal.password.enter,Skriv inn passordet for kontoen din,Enter the password for your account,Enter the password for your account
inapp_nl_portal.otp.resend,Send engangspassord på nytt,Resend the one time password,Resend the one time password
inapp_nl_portal.otp.next,Logg inn,Login,Login
inapp_nl_portal.login.via_otp,Logg inn via engangspassord,Login via one time password,Login via one time password
inapp_nl_portal.password.use,Bruk passord i stedet,Enter password instead,Enter password instead
inapp_nl_portal.login.next,Fortsett,Continue,Continue
inapp_nl_portal.login.header,Administrer dine abonnementer,Manage Your Subscriptions,Manage Your Subscriptions
inapp_nl_portal.forgot_password.link.txt,Glemt passord?,Forgot password?,Forgot password?
inapp_nl_portal.account.summary.additionalInfo,,,
inapp_checkout.gift.cart.header,Bestillingen din,Your gift order,Your gift order
inapp_checkout.gift.cart.header.edit,Rediger bestillingen din,Edit your gift order,Edit your gift order
inapp_checkout.gift.cart.next,Fortsett til kassen,Proceed to checkout,Proceed to checkout
inapp_checkout.gift.gift_details.header,Legg til gaveinformasjon,Add your gift details,Add your gift details
inapp_checkout.gift.gift_details.header.edit,Rediger gaveinformasjon,Edit your gift details,Edit your gift details
inapp_checkout.gift.gift_details.update,Oppdater,Update,Update
inapp_checkout.gift.gift_details.next,Neste,Next,Next
inapp_checkout.gift.gift_details.receiver_info.subheading,Hvem er gaven til?,Whom is this gift for?,Whom is this gift for?
inapp_checkout.gift.gift_details.schedule.subheading,Gavedato og tid,Gift date & time,Gift date & time
inapp_checkout.gift.gift_details.schedule.immediately,Send umiddelbart,Send immediately,Send immediately
inapp_checkout.gift.gift_details.schedule.date,Send på spesifikk dato og tid,Send on specific date and time,Send on specific date and time
