key,value,reference value,description
hp_v3.direct_debit.creditor_name,Kreditors navn,Creditor Name,Creditor Name
hp_v3.pm.agreement.stripe_sepa,"Ved å oppgi din IBAN og bekrefte denne betalingen, gir du %{merchant_name}, kreditor og Stripe, vår betalingstjenesteleverandør, tillatelse til å sende instruksjoner til banken din for å belaste kontoen din og din bank til å belaste kontoen din i samsvar med disse instruksjonene. Du har rett til refusjon fra banken din under vilkårene og betingelsene i avtalen din med banken din. En refusjon må kreves innen 8 uker fra datoen kontoen din ble belastet","By providing your IBAN and confirming this payment, you are authorizing %{merchant_name}, the creditor and Stripe, our payment service provider, to send instructions to your bank to debit your account and your bank to debit your account in accordance with those instructions. You are entitled to a refund from your bank under the terms and conditions of your agreement with your bank. A refund must be claimed within 8 weeks starting from the date on which your account was debited.","By providing your IBAN and confirming this payment, you are authorizing %{merchant_name}, the creditor and Stripe, our payment service provider, to send instructions to your bank to debit your account and your bank to debit your account in accordance with those instructions. You are entitled to a refund from your bank under the terms and conditions of your agreement with your bank. A refund must be claimed within 8 weeks starting from the date on which your account was debited."
hp_v3.pm.sepa_instant_transfer,SEPA øyeblikkelig overføring,SEPA Instant Transfer,SEPA Instant Transfer
hp_v3.inapp_checkout.registered_gst_txt,Jeg har registrert meg for merverdiavgift,I have registered for GST,I have registered for GST
hp_v3.direct_debit.gocardless_becs_nz_title,Avtalegiro,Direct Debit Instruction,Direct Debit Instruction
hp_v3.pm.bancontact_desc,gjentakende via SEPA Direkte Debet,recurring via SEPA Direct Debit,Bancontact desc
hp_v3.pm.agreement.adyen_bacs,"Jeg forstår at %{merchant_name} har inngått et partnerskap med Adyen, som samler inn direkte debiteringer på vegne av %{merchant_name}, og bekrefter at jeg er kontoinnehaveren og den eneste personen som kreves for å godkjenne debiteringer fra denne kontoen","I understand that %{merchant_name} has partnered with Adyen, who collects Direct Debits on behalf of %{merchant_name} and confirm that I am the account holder and the only person required to authorize debits from this account.",
hp_v3.card.document_type,Dokument,Document,Document
hp_v3.portal.vat_error,TOM,EMPTY,field empty
hp_v3.direct_debit.account_type.savings,Sparing,Saving,Saving
hp_v3.direct_debit.country,Land,Country,Country
hp_v3.pm.sofort_desc,gjentakende via SEPA Direkte Debet,recurring via SEPA Direct Debit,Sofort desc
hp_v3.pm.agreement.gocardless_bacs4,"Hvis du mottar en refusjon du ikke har krav på, må du betale den tilbake når %{merchant_name} ber deg om det","If you receive a refund you are not entitled to, you must pay it back when %{merchant_name} asks you to.","If you receive a refund you are not entitled to, you must pay it back when %{merchant_name} asks you to."
hp_v3.pm.agreement.gocardless_bacs5,Du kan når som helst avbryte en direkte belastning ved ganske enkelt å kontakte banken eller byggeforeningen din. Skriftlig bekreftelse kan være nødvendig. Vennligst varsle også %{merchant_name},You can cancel a Direct Debit at any time by simply contacting your bank or building society. Written confirmation may be required. Please also notify %{merchant_name}.,You can cancel a Direct Debit at any time by simply contacting your bank or building society. Written confirmation may be required. Please also notify %{merchant_name}.
hp_v3.pm.agreement.gocardless_bacs2,"Hvis det er noen endringer i beløpet, datoen eller frekvensen av din direkte belastning, vil %{merchant_name} varsle deg (vanligvis 3 arbeidsdager) på forhånd før kontoen din belastes, eller som ellers avtalt. Hvis du ber %{merchant_name} om å samle inn en betaling, vil bekreftelse av beløpet og datoen bli gitt til deg på tidspunktet for forespørselen","If there are any changes to the amount, date or frequency of your Direct Debit %{merchant_name} will notify you (normally 3 working days) in advance of your account being debited or as otherwise agreed. If you request %{merchant_name} to collect a payment, confirmation of the amount and date will be given to you at the time of the request.","If there are any changes to the amount, date or frequency of your Direct Debit %{merchant_name} will notify you (normally 3 working days) in advance of your account being debited or as otherwise agreed. If you request %{merchant_name} to collect a payment, confirmation of the amount and date will be given to you at the time of the request."
hp_v3.pm.agreement.gocardless_bacs3,"Hvis det gjøres en feil i betalingen av din direkte belastning, av %{merchant_name} eller banken eller byggeforeningen din, har du rett til en full og umiddelbar refusjon av det betalte beløpet fra banken eller byggeforeningen din","If an error is made in the payment of your Direct Debit, by %{merchant_name} or your bank or building society, you are entitled to a full and immediate refund of the amount paid from your bank or building society.","If an error is made in the payment of your Direct Debit, by %{merchant_name} or your bank or building society, you are entitled to a full and immediate refund of the amount paid from your bank or building society."
hp_v3.pm.agreement.gocardless_bacs1,Garantien tilbys av alle banker og byggeforeninger som aksepterer instruksjoner for å betale direkte belastninger,The Guarantee is offered by all banks and building societies that accept instructions to pay Direct Debits.,The Guarantee is offered by all banks and building societies that accept instructions to pay Direct Debits.
hp_v3.pm.agreement.gocardless_payment_descriptor,%{payment_descriptor} vil vises på bankutskriften din,%{payment_descriptor} will appear on your bank statement.,%{payment_descriptor} will appear on your bank statement.
hp_v3.paynow.pm.ach,ACH,ACH,ACH
hp_v3.direct_debit.last_name,Etternavn,Last Name,Last Name
hp_v3.direct_debit.stripe.verification_amount.description,"Du må verifisere denne betalingsmetoden. 2 mikroinnskudd er utstedt til bankkontoen din. Dette kan ta 1-2 dager å vises på kontoutskriften din. Beskrivelsen for disse innskuddene vil være <b>AMNTS:</b> Du må bekrefte disse beløpene her, for å autentisere denne betalingsmetoden","You need to verify this payment method. 2 micro-deposits have been issued to your bank account. This may take 1-2 days to appear on your bank statement. The statement description for these deposits will be <b>AMNTS:</b> You need to confirm these amounts here, to authenticate this payment method.","You need to verify this payment method. 2 micro-deposits have been issued to your bank account. This may take 1-2 days to appear on your bank statement. The statement description for these deposits will be <b>AMNTS:</b> You need to confirm these amounts here, to authenticate this payment method."
hp_v3.direct_debit.date_of_authorization,Autorisasjonsdato,Date of Authorization,Date of Authorization
hp_v3.direct_debit.stripe.verification_amount_1,Verifiseringsbeløp 1,Verification Amount 1,Verification Amount 1
hp_v3.direct_debit.stripe.verification_amount_2,Verifiseringsbeløp 2,Verification Amount 2,Verification Amount 2
hp_v3.inapp_checkout.coupon_error,Ugyldig kupongkode,Invalid Coupon Code,Invalid Coupon Code
hp_v3.inapp_checkout.term.week,uke,week,week
hp_v3.inapp_checkout.error,Det oppstod feil under innsending av skjemaet,There were errors while submitting the form,There were errors while submitting the form
hp_v3.upi_loader.header,Betaling pågår,Payment In Progress,Payment In Progress
hp_v3.upi_loader.disclaimer,Ikke oppdater denne siden eller gå tilbake før transaksjonen er fullført,Do not refresh this page or go back until the transaction is complete.,Do not refresh this page or go back until the transaction is complete.
hp_v3.pm.agreement.gocardless_sepa,"Ved å signere dette mandatskjemaet, gir du (A) %{merchant_name} tillatelse til å sende instruksjoner til banken din om å belaste kontoen din og (B) banken din til å belaste kontoen din i samsvar med instruksjonene fra %{merchant_name}. Som en del av dine rettigheter, har du rett til refusjon fra banken din under vilkårene og betingelsene i avtalen din med banken din. En refusjon må kreves innen 8 uker fra datoen kontoen din ble belastet","By signing this mandate form, you authorise (A) %{merchant_name} to send instructions to your bank to debit your account and (B) your bank to debit your account in accordance with the instructions from %{merchant_name}. As part of your rights, you are entitled to a refund from your bank under the terms and conditions of your agreement with your bank. A refund must be claimed within 8 weeks starting from the date on which your account was debited.","By signing this mandate form, you authorise (A) %{merchant_name} to send instructions to your bank to debit your account and (B) your bank to debit your account in accordance with the instructions from %{merchant_name}. As part of your rights, you are entitled to a refund from your bank under the terms and conditions of your agreement with your bank. A refund must be claimed within 8 weeks starting from the date on which your account was debited."
hp_v3.direct_debit.branch_code,Avdelingskode,Branch Code,Branch Code
hp_v3.einvoice.required_field_error,Skriv inn verdi for obligatoriske felt,Enter value for mandatory fields,field value required
hp_v3.payment_loader.disclaimer,Ikke oppdater denne siden eller gå tilbake før transaksjonen er fullført,Do not refresh this page or go back until the transaction is complete.,Do not refresh this page or go back until the transaction is complete.
hp_v3.pm.amazon_payments,Amazon Pay,Amazon Pay,Amazon Pay
hp_v3.portal.more_subscriptions_in_plural_txt,flere abonnementer,more subscriptions,2 or more subscriptions
hp_v3.portal.invalid_email,Ugyldig e-post,Invalid email,Invalid email
hp_v3.direct_debit.account_type.business_checking,Bedriftskontroll,Business Checking,Business Checking
hp_v3.portal.credit_card,Kredittkort,Credit card,A credit card
hp_v3.paynow.invoice_number,Faktura #%{invoice_no},Invoice #%{invoice_no},Invoivce #123
hp_v3.pm.giropay,giropay,giropay,Giropay name
hp_v3.portal.card_expiring,utløper,is expiring,card about to expire
hp_v3.direct_debit.upi_id.hint,"Amazon Pay, PhonePe, Google Pay, PayTM og mer","Amazon Pay, PhonePe, Google Pay, PayTM & more","Amazon Pay, PhonePe, Google Pay, PayTM & more"
hp_v3.direct_debit.gocardless_pad_sub_header,Forhåndsgodkjent belastning,Pre-Authorized Debit,Pre-Authorized Debit
hp_v3.portal.expired,Utløpt,Expired,card has expired
hp_v3.inapp_checkout.pm.ach,ACH,ACH,ACH
hp_v3.portal.term.week,uke,week,week
hp_v3.portal.billing_edit,Klikk for å redigere fakturaadresse,Click to edit billing address,Change billing details
hp_v3.direct_debit.pad,PAD,PAD,PAD
hp_v3.direct_debit.bank_code,Bankkode,Bank Code,Bank Code
hp_v3.pm.online_banking_poland,,Online Banking Poland,Online Banking Poland
hp_v3.direct_debit.institution_number,Institusjonsnummer,Institution Number,Institution Number
hp_v3.pm.klarna_pay_now,Klarna Betal Nå,Klarna Pay Now,Klarna Pay Now
hp_v3.portal.account_signup,Registrert på,Signed up on,Account was created on
hp_v3.portal.ach.authorized,ACH autorisert,ACH Authorized,ACH Authorized
hp_v3.recaptcha_text,"Dette nettstedet er beskyttet av reCAPTCHA og Googles <a href=""https://policies.google.com/privacy"">Personvernregler</a> og <a href=""https://policies.google.com/terms"">Vilkår for bruk</a> gjelder","This site is protected by reCAPTCHA and the Google <a href=""https://policies.google.com/privacy"">Privacy Policy</a> and <a href=""https://policies.google.com/terms"">Terms of Service</a> apply.","This site is protected by reCAPTCHA and the Google <a href=""https://policies.google.com/privacy"">Privacy Policy</a> and <a href=""https://policies.google.com/terms"">Terms of Service</a> apply."
hp_v3.paynow.gocardless_redirect,Vennligst betal sikkert via GoCardless i det nye vinduet vi åpnet,Please pay securely via GoCardless in the new window we opened.,Please pay securely via GoCardless in the new window we opened.
hp_v3.pm.agreement.gocardless_autogiro9,,"<b>Mandate's period of validity, revocation</b><br/> The mandate is valid until further notice. The payer has the right to revoke the mandate at any time by contacting the payee or his or her payment service provider. In order to stop payments not yet carried out, the notice of the revocation of the mandate must be received by the payee no later than five banking business days before the due date or be received by the payer's payment service provider no later than the banking business day before the due date at the point in time indicated by the payment service provider.","<b>Mandate's period of validity, revocation</b><br/> The mandate is valid until further notice. The payer has the right to revoke the mandate at any time by contacting the payee or his or her payment service provider. In order to stop payments not yet carried out, the notice of the revocation of the mandate must be received by the payee no later than five banking business days before the due date or be received by the payer's payment service provider no later than the banking business day before the due date at the point in time indicated by the payment service provider."
hp_v3.pm.agreement.gocardless_autogiro3,,"<b>General</b><br/> Autogiro is a payment service that means that payments are carried out from the payer's account on the initiative of the payee. For the payer to be able to pay through Autogiro, the payer must provide his or her consent to the payee that the payee may initiate payments from the payer's account. In addition, the payer's payment service provider (e.g. bank or payment institution) must approve that the account can be used for Autogiro and the payee must approve of the payer as a user of Autogiro.","<b>General</b><br/> Autogiro is a payment service that means that payments are carried out from the payer's account on the initiative of the payee. For the payer to be able to pay through Autogiro, the payer must provide his or her consent to the payee that the payee may initiate payments from the payer's account. In addition, the payer's payment service provider (e.g. bank or payment institution) must approve that the account can be used for Autogiro and the payee must approve of the payer as a user of Autogiro."
hp_v3.pm.agreement.gocardless_autogiro4,,"The payer's payment service provider is not obliged to check the authorisation of or notify the payer of requested withdrawals in advance. Withdrawals are charged to the payer's account in accordance with the rules that apply at the payer's payment service provider. The payer receives notification of withdrawals from his or her payment service provider. On request of the payer, the mandate can be transferred to another account with the payment service provider or to an account with another payment service provider.","The payer's payment service provider is not obliged to check the authorisation of or notify the payer of requested withdrawals in advance. Withdrawals are charged to the payer's account in accordance with the rules that apply at the payer's payment service provider. The payer receives notification of withdrawals from his or her payment service provider. On request of the payer, the mandate can be transferred to another account with the payment service provider or to an account with another payment service provider."
hp_v3.pm.agreement.gocardless_autogiro1,,"The undersigned (""the payer""), consents to payment being made by withdrawal from the account indicated or an account indicated by the payer at a later time on request of the indicated payee for payment to the payee on a certain date (""the due date"") through Autogiro. The payer consents to processing of personal data provided in this mandate being handled by the payer's payment service provider, the payee, the payee's payment service provider and Bankgirot AB for the administration of the service. Personal data managers for this personal data processing are the payer's payment service provider, the payee and the payee's payment service provider. The payer may at any time request to receive access to or correction of the personal data by contacting the payer's payment service provider. Further information regarding the processing of personal data in connection with payments may be found in the terms and conditions for the account and in the agreement with the payee. The payer can at any time revoke his or her consent, which concludes the service in its entirety.","The undersigned (""the payer""), consents to payment being made by withdrawal from the account indicated or an account indicated by the payer at a later time on request of the indicated payee for payment to the payee on a certain date (""the due date"") through Autogiro. The payer consents to processing of personal data provided in this mandate being handled by the payer's payment service provider, the payee, the payee's payment service provider and Bankgirot AB for the administration of the service. Personal data managers for this personal data processing are the payer's payment service provider, the payee and the payee's payment service provider. The payer may at any time request to receive access to or correction of the personal data by contacting the payer's payment service provider. Further information regarding the processing of personal data in connection with payments may be found in the terms and conditions for the account and in the agreement with the payee. The payer can at any time revoke his or her consent, which concludes the service in its entirety."
hp_v3.pm.agreement.gocardless_autogiro2,,<b>Description</b>,<b>Description</b>
hp_v3.pm.agreement.gocardless_autogiro7,,"<b>Sufficient funds must be available in the account</b><br/> The payer must ensure that sufficient funds are available in the account no later than 12:01 a.m. on the due date. If the payer does not have sufficient funds in the account on the due date, it may mean that payments cannot be carried out. If sufficient funds are unavailable for payment on the due date, the payee may make additional withdrawal attempts during the coming banking business days. The payer can receive information from the payee upon request regarding the number of withdrawal attempts.","<b>Sufficient funds must be available in the account</b><br/> The payer must ensure that sufficient funds are available in the account no later than 12:01 a.m. on the due date. If the payer does not have sufficient funds in the account on the due date, it may mean that payments cannot be carried out. If sufficient funds are unavailable for payment on the due date, the payee may make additional withdrawal attempts during the coming banking business days. The payer can receive information from the payee upon request regarding the number of withdrawal attempts."
hp_v3.pm.agreement.gocardless_autogiro8,,"<b>Stop payment (revocation of payment order)</b><br/> The payer may stop a payment by contacting either the payee no later than two banking business days before the due date or his or her payment service provider no later than the banking business day before the due date at the point in time indicated by the payment service provider. If the payer stops a payment as per the above, it means that the current payment is stopped on a single occasion. If the payer wants all future payments initiated by the payee to be stopped, the payer must revoke the mandate.","<b>Stop payment (revocation of payment order)</b><br/> The payer may stop a payment by contacting either the payee no later than two banking business days before the due date or his or her payment service provider no later than the banking business day before the due date at the point in time indicated by the payment service provider. If the payer stops a payment as per the above, it means that the current payment is stopped on a single occasion. If the payer wants all future payments initiated by the payee to be stopped, the payer must revoke the mandate."
hp_v3.pm.agreement.gocardless_autogiro5,,"<b>Definition of banking business day</b><br/> A banking business day refers to all days except Saturday, Sunday, Midsummer's Eve, Christmas Eve or New Year's Eve or another public holiday.","<b>Definition of banking business day</b><br/> A banking business day refers to all days except Saturday, Sunday, Midsummer's Eve, Christmas Eve or New Year's Eve or another public holiday."
hp_v3.pm.agreement.gocardless_autogiro6,,"<b>Information on payment</b><br/> The payer will be notified by the payee of the amount, due date and means of payment no later than eight banking business days before the due date. This can be notified prior to every individual due date or on one occasion concerning several future due dates. If the notification refers to several future due dates, the notification must be made no later than eight banking business days before the first due date. However, this does not apply to cases in which the payer has approved the withdrawal in conjunction with a purchase or order of a product or service. In such a case, the payer receives a notice from the payee regarding the amount, due date and means of payment in conjunction with the purchase and/or the order. By signing this mandate, the payer provides his or her consent to payments covered by the payee's notification in accordance with this section being carried out.","<b>Information on payment</b><br/> The payer will be notified by the payee of the amount, due date and means of payment no later than eight banking business days before the due date. This can be notified prior to every individual due date or on one occasion concerning several future due dates. If the notification refers to several future due dates, the notification must be made no later than eight banking business days before the first due date. However, this does not apply to cases in which the payer has approved the withdrawal in conjunction with a purchase or order of a product or service. In such a case, the payer receives a notice from the payee regarding the amount, due date and means of payment in conjunction with the purchase and/or the order. By signing this mandate, the payer provides his or her consent to payments covered by the payee's notification in accordance with this section being carried out."
hp_v3.portal.paid_via,Betalt via,Paid via,Paid via card
hp_v3.pm.agreement.stripe_becs,,"By providing your bank account details and confirming this payment, you agree to this Direct Debit Request and the Direct Debit Request service agreement, and authorise Stripe Payments Australia Pty Ltd ACN 160 180 343 Direct Debit User ID number 507156 ('Stripe') to debit your account through the Bulk Electronic Clearing System (BECS) on behalf of %{merchant_name} for any amounts separately communicated to you by the Merchant. You certify that you are either an account holder or an authorised signatory on the account listed above.",
hp_v3.direct_debit.creditor_id,Kreditor-ID,Creditor Id,Creditor Id
hp_v3.paynow.due_on,Forfaller på,Due On,Due On
hp_v3.pm.agreement.gocardless_bacs.contact,For spørsmål ring oss på <b>%{merchant_phone}</b> eller send oss en e-post på <b>%{merchant_email}</b>,For queries call us <b>%{merchant_phone}</b> or email us at <b>%{merchant_email}</b>,For queries call us %{merchant_phone} or email us at %{merchant_email}
hp_v3.portal.select_field_default,Velg et alternativ,Pick an option,select fields default prompt
hp_v3.portal.paypal_redirect,Vennligst logg inn og betal sikkert via din PayPal-konto i det nye vinduet vi åpnet,Please login and pay securely via your PayPal account in the new window we opened.,Redirecting to PayPal... - info
hp_v3.portal.more_subscriptions_txt,flere abonnementer,more subscription,1 more subscription
hp_v3.direct_debit.gocardless_ach_title,Forbruker Autorisasjon,Consumer Authorization,Consumer Authorization
hp_v3.netbanking.email,E-post,Email,Email
hp.payment_confirmation_page.message_desc_payment_reversal,"Hvis du ikke returnerer til riktig nettleservindu eller fane, vil kjøpet ditt mislykkes og betalingen din vil bli tilbakeført etter en stund","If you don't return to the correct browser window or tab, your purchase will fail and your payment will be reversed in some time.","If you don't return to the correct browser window or tab, your purchase will fail and your payment will be reversed in some time."
hp_v3.pm.agreement.gocardless_becs_nz_1,"Jeg bekrefter at jeg har autoritet til å operere denne kontoen. Jeg gir deg tillatelse, inntil videre skriftlig varsel, til å belaste kontoen min med alle beløp som %{merchant_name} (heretter referert til som initiatoren), den registrerte initiatoren av Autorisasjonskode %{authorisation_code}, kan initiere via Direkte Debet","I confirm that I have authority to operate this account. I authorise you, until further notice in writing, to debit my account with all amounts which %{merchant_name} (hereinafter referred to as the initiator),the registered initiator of Authorisation Code %{authorisation_code}, may initiate by Direct Debit.","I confirm that I have authority to operate this account. I authorise you, until further notice in writing, to debit my account with all amounts which %{merchant_name} (hereinafter referred to as the initiator),the registered initiator of Authorisation Code %{authorisation_code}, may initiate by Direct Debit."
hp_v3.portal.account_edit,Klikk for å redigere kontodetaljer,Click to edit account details,Change account details
hp_v3.pm.agreement.gocardless_becs_nz_3,"Jeg forstår at jeg kan kansellere fullmakten når som helst ved å kontakte banken min, eller ved å kontakte %{merchant_name}","I understand that I may cancel the authority at any time by contacting my bank, or by contacting %{merchant_name}.","I understand that I may cancel the authority at any time by contacting my bank, or by contacting %{merchant_name}."
hp_v3.pm.agreement.cybersource_ach1,,"Today, being %{date}, by entering my routing and account number above and clicking “Authorize,”  I authorize all my subscription and one time payments to be processed as electronic funds transfers (EFT) or drafts drawn from my checking or savings account as indicated above and, if necessary, electronic credits to my account to correct erroneous debits. I understand that my payment will process within 1-2 banking days. If any of my payments return unpaid, I authorize you or your service provider to collect the returned payment and my state’s return item fee for each such payment by EFT(s) or draft(s) drawn from my account. If you are using Telecheck, click <a href='https://merchants.fiserv.com/en-us/customer-center/merchants/telecheck-returned-check-fees/' target='_blank'>here</a> to view your state’s returned item fee and, if applicable, costs. I understand that this authorization will remain in full force and effect until I notify you that I wish to revoke it by calling %{merchant_phone} and allowed you reasonable opportunity to act on my notice.","Today, being %{date}, by entering my routing and account number above and clicking “Authorize,”  I authorize all my subscription and one time payments to be processed as electronic funds transfers (EFT) or drafts drawn from my checking or savings account as indicated above and, if necessary, electronic credits to my account to correct erroneous debits. I understand that my payment will process within 1-2 banking days. If any of my payments return unpaid, I authorize you or your service provider to collect the returned payment and my state’s return item fee for each such payment by EFT(s) or draft(s) drawn from my account. If you are using Telecheck, click <a href='https://merchants.fiserv.com/en-us/customer-center/merchants/telecheck-returned-check-fees/' target='_blank'>here</a> to view your state’s returned item fee and, if applicable, costs. I understand that this authorization will remain in full force and effect until I notify you that I wish to revoke it by calling %{merchant_phone} and allowed you reasonable opportunity to act on my notice."
hp_v3.einvoice.field_value_incorrect,feil verdi,incorrect value,incorrect value
hp_v3.direct_debit.bank_name,Banknavn,Bank Name,Bank Name
hp_v3.netbanking.phone,Telefonnummer,Phone number,Phone number
hp_v3.portal.card_expired,har utløpt,has expired,card has expired
hp_v3.portal.term.day,dag,day,day
hp_v3.direct_debit.gocardless.privacy_suffix,GoCardless personvernerklæring,GoCardless privacy notice.,GoCardless privacy notice.
hp_v3.payment_loader.header,Betaling pågår,Payment In Progress,Payment In Progress
hp_v3.inapp_checkout.term.day,dag,day,day
hp_v3.netbanking.account_number,Bankkontonummer,Bank account number,Bank account number
hp_v3.dlocal.document_field_label,Dokument-ID,Document ID,Document ID
hp_v3.pm.faster_payments,Raskere Betalinger,Faster Payments,Faster Payments
hp_v3.included_tax_group.txt,Inkludert i,Inclusive of," The displayed amount is inclusive of the next mentioned taxes"
hp_v3.portal.unpaid_invoice.paynow_notification,Du har {{unpaidInvoicesCount}} ubetalte fakturaer,You have {{unpaidInvoicesCount}} unpaid invoices,You have {{unpaidInvoicesCount}} unpaid invoices
hp_v3.portal.pm.direct_debit,Direkte Debet,Direct Debit,Direct Debit
hp_v3.paynow.download_pdf,Last ned PDF,Download PDF,Download PDF
hp_v3.inapp_checkout.ach.setup,Opprett ACH,Set up ACH,Set up ACH
hp.payment_confirmation_page.message_desc_return_to_browser,"For å fullføre betalingen, gå tilbake til nettleseren eller fanen der du startet betalingen","To complete payment, return to the browser or tab where you initiated the payment.","To complete payment, return to the browser or tab where you initiated the payment."
hp_v3.pm.agreement.checkout_com_ach_plaid,,"I authorize %{merchant_name} (""Company"") to debit the bank account indicated in this web form for the noted amount on the schedule indicated. I understand that this authorization will remain in effect until the scheduled end date, or until I cancel it in writing, whichever comes first, and I agree to notify the business in writing of any changes in my account information or termination of this authorization at least 15 days prior to the next billing date. If the above noted payment date falls on a weekend or holiday, I understand that the payment may be executed on the next business day. I understand that because this is an electronic transaction, these funds may be withdrawn from my account each period as soon as the above noted transaction date.","I authorize %{merchant_name} (""Company"") to debit the bank account indicated in this web form for the noted amount on the schedule indicated. I understand that this authorization will remain in effect until the scheduled end date, or until I cancel it in writing, whichever comes first, and I agree to notify the business in writing of any changes in my account information or termination of this authorization at least 15 days prior to the next billing date. If the above noted payment date falls on a weekend or holiday, I understand that the payment may be executed on the next business day. I understand that because this is an electronic transaction, these funds may be withdrawn from my account each period as soon as the above noted transaction date."
hp_v3.inapp_checkout.paypal_redirect,Vennligst logg inn og betal sikkert via din PayPal-konto i det nye vinduet vi åpnet,Please login and pay securely via your PayPal account in the new window we opened.,Redirecting to PayPal... - info
hp_v3.paynow.ach.setup,Opprett ACH,Set up ACH,Set up ACH
hp_v3.inapp_checkout.cart.item_text.total,elementer i alt,items in total,items in total
hp_v3.paynow.replace_primary_source,Lagre dette for dine fremtidige transaksjoner,Save this for your future transactions,Replace this as primary payment source
hp_v3.payment_loader.content.pay_to,Vi har sendt en autorisasjonsforespørsel til banken din. Bruk bankappen på telefonen din eller nettet for å godkjenne den,We’ve sent an authorisation request to your bank. Use your banking app on your phone or the web to approve it.,We’ve sent an authorisation request to your bank. Use your banking app on your phone or the web to approve it.
hp_v3.inapp_checkout.metered_billing_cart_disclaimer,Fremtidige kostnader vil bli basert på bruk,Future charges will be based on usage,Metered billing disclaimer in checkout cart
hp_v3.portal.account_txt,Konto,Account,account in portal
hp_v3.paynow.ach.authorized,ACH autorisert,ACH Authorized,ACH Authorized
hp.payment_confirmation_page.message_desc_redirected,Enheten din har omdirigert deg til et annet nettleservindu,Your device has redirected you to a different browser window.,Your device has redirected you to a different browser window.
hp_v3.pm.bancontact,Bancontact,Bancontact,Bancontact name
hp_v3.pm.bancontact_disclaimer,<li>Du vil bli dirigert til bankens side for å godkjenne betalingen via Bancontact-kort.</li><li>Ikke avslutt før du får en betalingsbekreftelsesmelding.</li><li>Dine gjentatte betalinger vil bli gjort via SEPA Direct Debit.</li>,<li>You will be directed to the bank page to authenticate the payment via Bancontact card.</li><li>Do not exit until you get a payment confirmation message.</li><li>Your recurring payments will be made via SEPA Direct Debit.</li>,Bancontact disclaimer
hp_v3.netbanking.beneficiary_name,Kontoinnehaverens navn,Account Holder's name,Account Holder's name
hp_v3.netbanking.selected_bank,Banknavn,Bank Name,Bank Name
hp_v3.inapp_checkout.term.year,år,year,year
hp_v3.direct_debit.first_name,Fornavn,First Name,First Name
hp_v3.paynow.days_overdue,%{days} dag/er forsinket,%{days} day/s overdue,3 day/s overdue
hp_v3.pm.ideal,iDEAL,iDEAL,iDEAL name
hp_v3.portal.not_allowed,Ikke tillatt,Not allowed,Portal access not allowed
hp_v3.portal.more_items_txt,flere elementer,more item,2 more items
hp_v3.direct_debit.upi_id.invalid,bør være en gyldig UPI,should be a valid UPI,should be a valid UPI
hp_v3.payment_loader.content.title,Din betaling på %{amount} behandles,Your payment for %{amount} is being processed,Your payment for %{amount} is being processed
hp_v3.portal.card_details,Ditt %{card_brand} kort som slutter på %{card_last4},Your %{card_brand} card ending %{card_last4},Your visa card ending 1111
hp.payment_confirmation_page.message_title_action_required,Fullfør betalingen din,Complete your payment,Complete your payment
hp_v3.inapp_checkout.vat_error,TOM,EMPTY,field empty
hp_v3.inapp_checkout.gateway_error,Kan ikke fortsette uten en gyldig gateway-konto,Cannot proceed without a valid gateway account,Cannot proceed without a valid gateway account
hp_v3.inapp_checkout.credit_card,Kredittkort,Credit Card,A credit card
hp_v3.add,Legg til,Add,Add
hp_v3.direct_debit.email,E-post,Email,Email
hp_v3.direct_debit.account_holder_type.company,Selskap,Company,Company
hp_v3.portal.credit_balance,KREDITTBALANSE,CREDIT BALANCE,Available credits for the customer
hp_v3.direct_debit.iban,IBAN,IBAN,IBAN
hp_v3.portal.term.yearly,årlig,yearly,yearly
hp_v3.pm.google_pay,Google Pay,Google Pay,Google Pay
hp_v3.portal.term.year,år,year,year
hp_v3.inapp_checkout.token_error,Token har utløpt. Vennligst prøv igjen,Token has expired. Please retry,Token has expired.
hp_v3.upi_loader.sub_header,Godkjenn forespørselen på din UPI-app for å fullføre denne betalingen og opprett et mandat for tilbakevendende betalinger,Approve the request on your UPI app to complete this payment and set up a mandate for recurring payments.,Approve the request on your UPI app to complete this payment and set up a mandate for recurring payments.
hp_v3.secure_chargebee_checkout,av Chargebee,by Chargebee,Checkout is secured by chargebee
hp_v3.direct_debit.direct_debit_user_id,Direkte Debet Bruker-ID,Direct Debit User ID,Direct Debit User ID
hp_v3.pm.apple_pay,Apple Pay,Apple Pay,Apple Pay
hp_v3.portal.cancellation_reason_not_empty.error,Avbestillingsgrunnen skal ikke være tom,cancellation reason should not be empty.,cancellation reason should not be empty.
hp_v3.pm.agreement.gocardless_becs_4,,"By signing and/or providing us with a valid instruction in respect to your Direct Debit Request, you have understood and agreed to the terms and conditions governing the debit arrangements between you and %{merchant_name} as set out in this Request and in your Direct Debit Request Service Agreement. You agree to execute this document by electronic signature and you are aware that by electronically signing this document you are executing a legally binding document.","By signing and/or providing us with a valid instruction in respect to your Direct Debit Request, you have understood and agreed to the terms and conditions governing the debit arrangements between you and %{merchant_name} as set out in this Request and in your Direct Debit Request Service Agreement. You agree to execute this document by electronic signature and you are aware that by electronically signing this document you are executing a legally binding document."
hp.payment_confirmation_page.message_title,Behandler transaksjon,Processing transaction...,Processing transaction...
