key,value,reference value,description
inapp_portal.pm.backup.desc.detail,This will be the backup when your primary payment method fails.,This will be the backup when your primary payment method fails.,This will be the backup when your primary payment method fails.
inapp_portal.subscription.details.pm_warning,"Make sure to keep this payment method updated, as your backup payment method will not be used for this subscription.","Make sure to keep this payment method updated, as your backup payment method will not be used for this subscription.","Make sure to keep this payment method updated, as your backup payment method will not be used for this subscription."
inapp_portal.error.future_date.required,Please provide a future date in correct format to process the request.,Please provide a future date in correct format to process the request.,Please provide a future date in correct format to process the request.
inapp_portal.addon_item_price_selection.header,Change addon frequency,Change addon frequency,Change addon frequency
inapp_portal.addon_item_price_selection.title,Select billing frequency,Select billing frequency,Select billing frequency
inapp_portal.addon_item_price_selection.update.btn,Update,Update,Update
inapp_portal.item_selection.header,Change plan,Change plan,Change plan
inapp_portal.item_selection.title,Select billing frequency,Select billing frequency,Select billing frequency
inapp_portal.item_selection.update.btn,Update,Update,Update
inapp_portal.subscription.reactivate.link.txt,Reactivate Subscription,Reactivate Subscription,Reactivate Subscription
inapp_portal.reactivate_confirm.txt,Are you sure you want to reactivate this subscription?,Are you sure you want to reactivate this subscription?,Are you sure you want to reactivate this subscription?
inapp_portal.remove_cancellation.confirm_txt,Are you sure you want to remove the scheduled cancellation?,Are you sure you want to remove the scheduled cancellation?,Are you sure you want to remove the scheduled cancellation?
inapp_portal.remove_scheduled_changes_confirm.txt,Are you sure you want to remove the scheduled changes?,Are you sure you want to remove the scheduled changes?,Are you sure you want to remove the scheduled changes?
inapp_portal.modal_button.confirm,Confirm,Confirm,Confirm
inapp_portal.modal_button.cancel,Cancel,Cancel,Cancel
inapp_portal.subscriptions.load_more,Load more,Load more,Load more
inapp_portal.subscriptions.more,See all your subscriptions,See all your subscriptions,See all your subscriptions
inapp_portal.portal_home.close,Exit,Exit,Exit
inapp_portal.change_item.txt,Change,Change,Change
inapp_portal.add_addons.txt,Add Addons,Add Addons,Add Addons
inapp_portal.add_addons.btn,Add,Add,Add
inapp_portal.edit_addon_item.btn,Edit,Edit,Edit
inapp_portal.add_addons.non_rec.title,ONE-TIME CHARGES,ONE-TIME CHARGES,ONE-TIME CHARGES
inapp_portal.item.breakdown.show,See Details,See Details,See Details
inapp_portal.item.breakdown.hide,Hide Details,Hide Details,Hide Details
inapp_portal.subscription.view_breakup,View breakdown,View breakdown,View breakdown
inapp_portal.payment_method.bacs.guarantee.header,Back to Payment,Back to Payment,Back to Payment
inapp_portal.payment_method.bank_account.btn.proceed_to_review,Proceed to Review,Proceed to Review,Proceed to Review
inapp_portal.payment_method.bank_account.btn.enter_iban,Enter IBAN,Enter IBAN,Enter IBAN
inapp_portal.payment_method.bank_account.btn.enter_local_details,Enter local bank details,Enter local bank details,Enter local bank details
inapp_portal.payment_method.bank_account.btn.enter_your_name,Enter your name,Enter your name,Enter your name
inapp_portal.payment_method.bank_account.btn.enter_company_name,Enter company name,Enter company name,Enter company name
inapp_portal.payment_method.bank_account.stripe_ach_verify_note,You have a maximum of 10 attempts to verify your payment method.,You have a maximum of 10 attempts to verify your payment method.,You have a maximum of 10 attempts to verify your payment method.
inapp_portal.home.gift_bar,Gifted %{number} subscriptions,Gifted %{number} subscriptions,Gifted %{number} subscriptions
inapp_portal.home.gift_header,GIFT SUBSCRIPTIONS,GIFT SUBSCRIPTIONS,GIFT SUBSCRIPTIONS
inapp_portal.gift_tag.scheduled,Gift to %{name} scheduled,Gift to %{name} scheduled,Gift to %{name} scheduled
inapp_portal.gift_tag.unclaimed,Gift yet to be claimed by %{name},Gift yet to be claimed by %{name},Gift yet to be claimed by %{name}
inapp_portal.gift_tag.claimed,Gifted to %{name},Gifted to %{name},Gifted to %{name}
inapp_portal.gift_tag.canceled,Gift to %{name} has been canceled,Gift to %{name} has been canceled,Gift to %{name} has been canceled
inapp_portal.gift_tag.expired,Gifted to %{name} has been expired,Gifted to %{name} has been expired,Gifted to %{name} has been expired
inapp_portal.gift_details_notification.scheduled,Your gift will be sent to the recipient via email on %{date},Your gift will be sent to the recipient via email on %{date},Your gift will be sent to the recipient via email on %{date}
inapp_portal.gift_details_notification.unclaimed,Your gift is yet to be claimed by the recipient.,Your gift is yet to be claimed by the recipient.,Your gift is yet to be claimed by the recipient.
inapp_portal.gift_details_notification.canceled,Your gift has been canceled,Your gift has been canceled,Your gift has been canceled
inapp_portal.gift_details_notification.claimed,,,
inapp_portal.gift_details_notification.expired,Your gift was not claimed by the recipient,Your gift was not claimed by the recipient,Your gift was not claimed by the recipient
inapp_portal.gift.cancel_by_gifter,Cancel the gift,Cancel the gift,Cancel the gift
inapp_portal.gift.cancel_by_gifter.warning,Are you sure you want to cancel this gift?,Are you sure you want to cancel this gift?,Are you sure you want to cancel this gift?
inapp_portal.hierarchy.my_subscription.my_payment,This subscription is paid by you and invoiced to you.,This subscription is paid by you and invoiced to you.,This subscription is paid by you and invoiced to you.
inapp_portal.hierarchy.my_subscription.my_invoice,This subscription is paid by %{customer_display_info} and invoiced to you.,This subscription is paid by %{customer_display_info} and invoiced to you.,This subscription is paid by %{customer_display_info} and invoiced to you.
inapp_portal.hierarchy.my_subscription.parent_payment,This subscription is paid by and invoiced to %{customer_display_info}.,This subscription is paid by and invoiced to %{customer_display_info}.,This subscription is paid by and invoiced to %{customer_display_info}.
inapp_portal.hierarchy.my_subscription.paid_parent,Paid by %{customer_display_info},Paid by %{customer_display_info},Paid by %{customer_display_info}
inapp_portal.home.my_subscription.parent_pays,Paid by %{customer_display_info},Paid by %{customer_display_info},Paid by %{customer_display_info}
inapp_portal.home.child_sub_bar.multiple,%{number} Child subscriptions,%{number} Child subscriptions,%{number} Child subscriptions
inapp_portal.home.child_sub_bar.single,%{number} Child subscription,%{number} Child subscription,%{number} Child subscription
inapp_portal.home.child_sub_header,Child subscriptions,Child subscriptions,Child subscriptions
inapp_portal.child_subs.navigation_header,Child subscriptions,Child subscriptions,Child subscriptions
inapp_portal.see_parent_invoices,See invoices paid by %{customer_display_info} for your subscritpions.,See invoices paid by %{customer_display_info} for your subscritpions.,See invoices paid by %{customer_display_info} for your subscritpions.
inapp_portal.invoice.paid_for_child,This invoice belongs to %{customer_display_info} and is paid by you.,This invoice belongs to %{customer_display_info} and is paid by you.,This invoice belongs to %{customer_display_info} and is paid by you.
inapp_portal.invoice.parent_only,You are seeing this invoice as you are the parent of this customer.,You are seeing this invoice as you are the parent of this customer.,You are seeing this invoice as you are the parent of this customer.
inapp_portal.child_sub_detail.invoice.to_parent,This subscription is paid by you and invoiced to you.,This subscription is paid by you and invoiced to you.,This subscription is paid by you and invoiced to you.
inapp_portal.child_sub_detail.invoice.to_child,This subscription is paid by you and invoiced to %{customer_display_info}.,This subscription is paid by you and invoiced to %{customer_display_info}.,This subscription is paid by you and invoiced to %{customer_display_info}.
inapp_portal.child_sub_detail.payment_and_invoice.to_child,This subscription is paid by and invoiced to %{customer_display_info}.,This subscription is paid by and invoiced to %{customer_display_info}.,This subscription is paid by and invoiced to %{customer_display_info}.
inapp_portal.invoices.paid_py_parent,%{customer_display_info} pays for this invoice.,%{customer_display_info} pays for this invoice.,%{customer_display_info} pays for this invoice.
inapp_portal.invoice,Invoice # %{id},Invoice # %{id},Invoice # %{id}
inapp_portal.payment_owner_billing_history.header,Invoices of parent,Invoices of parent,Invoices of parent
inapp_portal.child_subscription.header,Child subscription details,Child subscription details,Child subscription details
inapp_portal.invoice.payment.status.not_paid,Not Paid,Not Paid,Not Paid
inapp_portal.invoice.payment.status.paid,Paid,Paid,Paid
inapp_portal.invoice.payment.status.payment_due,Payment Due,Payment Due,Payment Due
inapp_portal.invoice.payment.status.pending,Pending,Pending,Pending
inapp_portal.invoice.payment.status.posted,Posted,Posted,Posted
inapp_portal.invoice.payment.status.to_collect,Collecting,Collecting,Collecting
inapp_portal.invoice.payment.status.upcoming,Upcoming,Upcoming,Upcoming
inapp_portal.invoice.payment.status.voided,Voided,Voided,Voided
inapp_portal.subscription.extend.header,Extend your subscription,Extend your subscription,Extend your subscription
inapp_portal.subscription.extend.submit,Extend for another %{extension_period},Extend for another %{extension_period},Extend for another %{extension_period}
inapp_portal.subscription.extend.expiry.warning,Your current plan will expire on %{sub_cancel_date},Your current plan will expire on %{sub_cancel_date},Your current plan will expire on %{sub_cancel_date}
inapp_portal.subscription.extend.info,Charges for extending your plan will be applicable on %{sub_cancel_date},Charges for extending your plan will be applicable on %{sub_cancel_date},Charges for extending your plan will be applicable on %{sub_cancel_date}
inapp_portal.subscription.extend.thankyou.header,Thank you for extending the subscription,Thank you for extending the subscription,Thank you for extending the subscription
inapp_portal.subscription.extend.thankyou.body,Your subscription has been extended for another %{extension_period},Your subscription has been extended for another %{extension_period},Your subscription has been extended for another %{extension_period}
inapp_portal.subscription.extend.thankyou.close,CLOSE,CLOSE,CLOSE
inapp_portal.review.pm.header,Payment,Payment,Payment
inapp_portal.review.pm.not_available,No payment method available,No payment method available,No payment method available
inapp_portal.home.note,,,
inapp_portal.account.note,,,
inapp_portal.edit_account.note,,,
inapp_portal.address.note,,,
inapp_portal.edit_shipping_address.note,,,
inapp_portal.edit_billing_address.note,,,
inapp_portal.edit_subscription_cf.note,,,
inapp_portal.payment_method.note,,,
inapp_portal.subscription.note.trial,,,
inapp_portal.subscription.note.active,,,
inapp_portal.subscription.note.future,,,
inapp_portal.subscription.note.non_renewing,,,
inapp_portal.subscription.note.cancelled,,,
inapp_portal.subscription.note.cancellation_scheduled,,,
inapp_portal.estimate_display_screen.header,Your order summary,Your order summary,Your order summary
inapp_portal.manage_pm.redirect.label,Go to app,Go to app,Go to app
inapp_portal.threeds.warning,You may be redirected to your bank page for 3D secure verification.,You may be redirected to your bank page for 3D secure verification.,You may be redirected to your bank page for 3D secure verification.
inapp_portal.3ds.auth.txt,I authorize %{organisation_name} to save this payment method and automatically charge this payment method whenever a subscription is associated with it.,I authorize %{organisation_name} to save this payment method and automatically charge this payment method whenever a subscription is associated with it.,I authorize %{organisation_name} to save this payment method and automatically charge this payment method whenever a subscription is associated with it.
inapp_portal.home.promotions.link_text,Refer &amp; Earn,Refer & Earn,Refer & Earn
inapp_portal.promotions.header,Promotions,Promotions,Promotions
inapp_portal.subscription.note.pause_subscription,,,
inapp_portal.setup_password.section.name,Set up Password,Set up Password,Set up Password
inapp_portal.setup_password.header,Set up your Password,Set up your Password,Set up your Password
inapp_portal.change_password.section.name,Change Password,Change Password,Change Password
inapp_portal.change_password_verify.header,Change your Password,Change your Password,Change your Password
inapp_portal.verify_otp.header,Enter OTP,Enter OTP,Enter OTP
inapp_portal.change_password_verify.next,Proceed,Proceed,Proceed
inapp_portal.change_password_verify.current_password.label,Enter your current password,Enter your current password,Enter your current password
inapp_portal.change_password.header,Enter new password,Enter new password,Enter new password
inapp_portal.new_password.label,Enter new password,Enter new password,Enter new password
inapp_portal.new_password.update_btn,Update,Update,Update
inapp_portal.password.validation.desc,Your password must have,Your password must have,Your password must have
inapp_portal.password.validation.min_char,At least 8 characters,At least 8 characters,At least 8 characters
inapp_portal.password.validation.number,At least one number,At least one number,At least one number
inapp_portal.password.validation.special,At least one special character &#64;$!%*#?&amp;(),At least one special character @$!%*#?&(),At least one special character @$!%*#?&()
inapp_portal.subscription.summary.additionalInfo,,,
inapp_portal.child_subscription.summary.additionalInfo,,,
inapp_portal.app_store.manage_subscription.notice,You can manage your iOS subscriptions through your Apple ID.,You can manage your iOS subscriptions through your Apple ID.,You can manage your iOS subscriptions through your Apple ID.
inapp_portal.app_store.manage_subscription.link,Learn More,Learn More,Learn More
inapp_portal.app_store.invoice_summary.download_tooltip,You can only retrieve invoices for this subscription from Apple,You can only retrieve invoices for this subscription from Apple,You can only retrieve invoices for this subscription from Apple
inapp_portal.play_store.manage_subscription.notice,You can manage this subscription on Google Play.,You can manage this subscription on Google Play.,You can manage this subscription on Google Play.
inapp_portal.play_store.manage_subscription.link,Learn More,Learn More,Learn More
inapp_portal.play_store.invoice_summary.download_tooltip,You can download invoices for this subscription from Google Payments Center,You can download invoices for this subscription from Google Payments Center,You can download invoices for this subscription from Google Payments Center
inapp_portal.contract_term.summary.title,Subscription Terms,Subscription Terms,Subscription Terms
inapp_portal.contract_term.summary.total_contract_value,Total contract value,Total contract value,Total contract value
inapp_portal.contract_term.summary.billing_cycle,Billing cycles,Billing cycles,Billing cycles
inapp_portal.contract_term.summary.end_action_renew,Contract renews,Contract renews,Contract renews
inapp_portal.contract_term.summary.end_action_evergreen,Contract ends,Contract ends,Contract ends
inapp_portal.contract_term.summary.end_action_evergreen_sub_active,subscription will remain active,subscription will remain active,subscription will remain active
inapp_portal.contract_term.summary.end_action_cancel,Contract ends,Contract ends,Contract ends
inapp_portal.contract_term.summary.end_action_renew_once,Contract renews for one more term on,Contract renews for one more term on,Contract renews for one more term on
inapp_portal.contract_term.details.header.title,Contract Summary,Contract Summary,Contract Summary
inapp_portal.contract_term.details.tcv.title,Total contract value,Total contract value,Total contract value
inapp_portal.contract_term.details.term.title,Contract term,Contract term,Contract term
inapp_portal.contract_term.details.term.to,to,to,to
inapp_portal.contract_term.details.bill_cyc.title,Billing cycles,Billing cycles,Billing cycles
inapp_portal.contract_term.details.bill_cyc.total,Total,Total,Total
inapp_portal.contract_term.details.bill_cyc.billed,Billed,Billed,Billed
inapp_portal.contract_term.details.term_end.title,On contract term end,On contract term end,On contract term end
inapp_portal.contract_term.details.term_end.renew,Contract will renew for %{number} billing cycles,Contract will renew for %{number} billing cycles,Contract will renew for %{number} billing cycles
inapp_portal.contract_term.details.term_end.evergreen,Contract ends (subscription will remain active),Contract ends (subscription will remain active),Contract ends (subscription will remain active)
inapp_portal.contract_term.details.term_end.cancel,Contract and subscription end.,Contract and subscription end.,Contract and subscription end.
inapp_portal.contract_term.details.term_end.renew_once,Contract will renew for one more term.,Contract will renew for one more term.,Contract will renew for one more term.
inapp_portal.contract_term.details.grace_period.title,Cancel before,Cancel before,Cancel before
inapp_portal.contract_term.details.grace_period.note,If you do not want your contract to renew.,If you do not want your contract to renew.,If you do not want your contract to renew.
inapp_portal.contract_term.details.end_action.cancel.notification,Your subscription will be canceled at the end of contract term on %{date},Your subscription will be canceled at the end of contract term on %{date},Your subscription will be canceled at the end of contract term on %{date}
inapp_portal.contract_term.details.end_action.renew_next_bill_cyc.notification,Your contract will renew for one more term. Charges will apply until the end of the next contract term.,Your contract will renew for one more term. Charges will apply until the end of the next contract term.,Your contract will renew for one more term. Charges will apply until the end of the next contract term.
inapp_portal.contract_term.order_summary.tcv,Total contract value,Total contract value,Total contract value
inapp_portal.contract_term.subscription.note,This subscription is on contract,This subscription is on contract,This subscription is on contract
inapp_portal.contract_term.cancel.end_action.cancel.title,Your subscription will be canceled at the end of the contract term on %{date},Your subscription will be canceled at the end of the contract term on %{date},Your subscription will be canceled at the end of the contract term on %{date}
inapp_portal.contract_term.cancel.end_action.cancel.notification,Your subscription will remain active and charges will apply until the contract ends. Have questions? Contact us.,Your subscription will remain active and charges will apply until the contract ends. Have questions? Contact us.,Your subscription will remain active and charges will apply until the contract ends. Have questions? Contact us.
inapp_portal.contract_term.cancel.end_action.renew_next_bill_cyc.title,Your subscription will renew for one more contract term after %{date},Your subscription will renew for one more contract term after %{date},Your subscription will renew for one more contract term after %{date}
inapp_portal.contract_term.cancel.end_action.renew_next_bill_cyc.notification,Your subscription passed the cut-off date for cancellation and will renew for one more term.,Your subscription passed the cut-off date for cancellation and will renew for one more term.,Your subscription passed the cut-off date for cancellation and will renew for one more term.
inapp_portal.contract_term.reactivate.confirmation_text,Your subscription will reactivate without contract terms,Your subscription will reactivate without contract terms,Your subscription will reactivate without contract terms
inapp_portal.multi_decimal.quantity.error,Enter valid quantity,Enter valid quantity,Enter valid quantity
inapp_portal.qty,Qty,Qty,Qty
inapp_portal.pm.netbanking.auth_info.note,You will be redirected to your bank’s netbanking page for authentication.,You will be redirected to your bank’s netbanking page for authentication.,You will be redirected to your bank’s netbanking page for authentication.
inapp_portal.pm.rbi.card.mandate.note,Cards issued in India can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid. Payments above maximum mandate amount require OTP verification.,Cards issued in India can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid. Payments above maximum mandate amount require OTP verification.,Cards issued in India can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid. Payments above maximum mandate amount require OTP verification.
inapp_portal.pm.rbi.upi.mandate.note,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.
inapp_portal.pm.rbi.netbanking.mandate.note,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.
paynow.button.txt,Pay now: %{amount},Pay now: %{amount},Pay now: %{amount}
paynow.header.txt,You have %{total} unpaid invoice(s). Your total due is %{amount},You have %{total} unpaid invoice(s). Your total due is %{amount},You have %{total} unpaid invoice(s). Your total due is %{amount}
paynow.no_invoices.txt,You have no unpaid invoices,You have no unpaid invoices,You have no unpaid invoices
paynow.header.choosepm.txt,Choose Payment Method,Choose Payment Method,Choose Payment Method
paynow.modal.newpm.use,Use a different payment method,Use a different payment method,Use a different payment method
paynow.header.addpm.txt,Add Payment Method,Add Payment Method,Add Payment Method
paynow.thankyou.header,Your payment was successful!,Your payment was successful!,Your payment was successful!
paynow.thankyou.body,,,
paynow.thankyou.close,CLOSE,CLOSE,CLOSE
paynow.modal_button.confirm,Confirm,Confirm,Confirm
paynow.modal_button.cancel,Cancel,Cancel,Cancel
paynow.payment_method.bacs.guarantee.header,Back to Payment,Back to Payment,Back to Payment
paynow.payment_method.bank_account.btn.proceed_to_review,Proceed to Review,Proceed to Review,Proceed to Review
paynow.payment_method.bank_account.btn.enter_iban,Enter IBAN,Enter IBAN,Enter IBAN
paynow.payment_method.bank_account.btn.enter_local_details,Enter local bank details,Enter local bank details,Enter local bank details
paynow.payment_method.bank_account.btn.enter_your_name,Enter your name,Enter your name,Enter your name
paynow.payment_method.bank_account.btn.enter_company_name,Enter company name,Enter company name,Enter company name
paynow.redirect.label,Go to app,Go to app,Go to app
paynow.threeds.warning,You may be redirected to your bank page for 3D secure verification.,You may be redirected to your bank page for 3D secure verification.,You may be redirected to your bank page for 3D secure verification.
paynow.3ds.auth.txt,I authorize %{organisation_name} to save this payment method and automatically charge this payment method whenever a subscription is associated with it.,I authorize %{organisation_name} to save this payment method and automatically charge this payment method whenever a subscription is associated with it.,I authorize %{organisation_name} to save this payment method and automatically charge this payment method whenever a subscription is associated with it.
paynow.pm.netbanking.auth_info.note,You will be redirected to your bank’s netbanking page for authentication.,You will be redirected to your bank’s netbanking page for authentication.,You will be redirected to your bank’s netbanking page for authentication.
paynow.pm.online_banking.auth_info.note,You will be redirected to your bank’s netbanking page for authenticating a <b>one-time payment.</b> The next payment for this subscription’s will not be paid automatically.,You will be redirected to your bank’s netbanking page for authenticating a <b>one-time payment.</b> The next payment for this subscription’s will not be paid automatically.,You will be redirected to your bank’s netbanking page for authenticating a <b>one-time payment.</b> The next payment for this subscription’s will not be paid automatically.
paynow.pm.rbi.card.mandate.note,Cards issued in India can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid. Payments above maximum mandate amount require OTP verification.,Cards issued in India can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid. Payments above maximum mandate amount require OTP verification.,Cards issued in India can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid. Payments above maximum mandate amount require OTP verification.
paynow.pm.rbi.upi.mandate.note,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.
paynow.pm.rbi.netbanking.mandate.note,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.,You can be charged up to maximum mandate amount for recurring subscription payments until the mandate is valid.
paynow.pm.set_role.title,Set this payment method as,Set this payment method as,Set this payment method as
paynow.payment_method_tag.primary,Primary,Primary,Primary
paynow.pm.primary.warning.txt,Replaces your current primary payment method,Replaces your current primary payment method,Replaces your current primary payment method
paynow.pm.primary.info.txt,Charged for all your automatic payments,Charged for all your automatic payments,Charged for all your automatic payments
paynow.payment_method_tag.backup,Backup,Backup,Backup
paynow.pm.backup.info.txt,Backup when primary fails,Backup when primary fails,Backup when primary fails
paynow.pm.backup.warning.txt,Replaces your current backup payment method,Replaces your current backup payment method,Replaces your current backup payment method
paynow.pm.set_role.title_optional,(Optional),(Optional),(Optional)
inapp_nl_portal.login.txt,Enter your email address to login,Enter your email address to login,Enter your email address to login
inapp_nl_portal.otp.enter,Enter the one time password sent to your email to continue,Enter the one time password sent to your email to continue,Enter the one time password sent to your email to continue
inapp_nl_portal.password.enter,Enter the password for your account,Enter the password for your account,Enter the password for your account
inapp_nl_portal.otp.resend,Resend the one time password,Resend the one time password,Resend the one time password
inapp_nl_portal.otp.next,Login,Login,Login
inapp_nl_portal.login.via_otp,Login via one time password,Login via one time password,Login via one time password
inapp_nl_portal.password.use,Enter password instead,Enter password instead,Enter password instead
inapp_nl_portal.login.next,Continue,Continue,Continue
inapp_nl_portal.login.header,Manage Your Subscriptions,Manage Your Subscriptions,Manage Your Subscriptions
inapp_nl_portal.forgot_password.link.txt,Forgot password?,Forgot password?,Forgot password?
inapp_nl_portal.account.summary.additionalInfo,,,
inapp_checkout.gift.cart.header,Your gift order,Your gift order,Your gift order
inapp_checkout.gift.cart.header.edit,Edit your gift order,Edit your gift order,Edit your gift order
inapp_checkout.gift.cart.next,Proceed to checkout,Proceed to checkout,Proceed to checkout
inapp_checkout.gift.gift_details.header,Add your gift details,Add your gift details,Add your gift details
inapp_checkout.gift.gift_details.header.edit,Edit your gift details,Edit your gift details,Edit your gift details
inapp_checkout.gift.gift_details.update,Update,Update,Update
inapp_checkout.gift.gift_details.next,Next,Next,Next
inapp_checkout.gift.gift_details.receiver_info.subheading,Whom is this gift for?,Whom is this gift for?,Whom is this gift for?
inapp_checkout.gift.gift_details.schedule.subheading,Gift date &amp; time,Gift date & time,Gift date & time
inapp_checkout.gift.gift_details.schedule.immediately,Send immediately,Send immediately,Send immediately
inapp_checkout.gift.gift_details.schedule.date,Send on specific date and time,Send on specific date and time,Send on specific date and time
inapp_checkout.gift.gift_details.message.subheading,Personal message,Personal message,Personal message
inapp_checkout.gift.gift_details.message.helptext,The message will be sent to the recipient with your gift,The message will be sent to the recipient with your gift,The message will be sent to the recipient with your gift
inapp_checkout.gift.gift_details.message.placeholder,Your gift message,Your gift message,Your gift message
inapp_checkout.gift.customer.header,Add recipient information,Add recipient information,Add recipient information
inapp_checkout.gift.customer.header.edit,Edit recipient information,Edit recipient information,Edit recipient information
inapp_checkout.gift.customer.update,Update,Update,Update
inapp_checkout.gift.customer.next,Next,Next,Next
inapp_checkout.gift.billing_address.update,Update,Update,Update
inapp_checkout.gift.billing_address.next,Next,Next,Next
inapp_checkout.gift.billing_address.header,Add your billing details,Add your billing details,Add your billing details
inapp_checkout.gift.billing_address.header.edit,Edit your billing details,Edit your billing details,Edit your billing details
inapp_checkout.gift.shipping_address.header,Add recipient shipping address,Add recipient shipping address,Add recipient shipping address
inapp_checkout.gift.shipping_address.header.edit,Edit recipient shipping address,Edit recipient shipping address,Edit recipient shipping address
inapp_checkout.gift.shipping_address.update,Update,Update,Update
inapp_checkout.gift.shipping_address.next,Next,Next,Next
inapp_checkout.gift.payment_method.header,Add your payment information,Add your payment information,Add your payment information
inapp_checkout.gift.payment_method.header.edit,Edit your payment information,Edit your payment information,Edit your payment information
inapp_checkout.gift.payment_method.update,Update,Update,Update
inapp_checkout.gift.payment_method.next,Next,Next,Next
inapp_checkout.gift.review.gift.header,Gift details,Gift details,Gift details
inapp_checkout.gift.review.gift.your_message.label,Personal Message,Personal Message,Personal Message
inapp_checkout.gift.review.gift.from.label,From,From,From
inapp_checkout.gift.review.gift.scheduled_at.label,Scheduled,Scheduled,Scheduled
inapp_checkout.gift.review.gift.immediately.label,Immediately sent,Immediately sent,Immediately sent
inapp_checkout.gift.review.shipping.header,Recipient shipping address,Recipient shipping address,Recipient shipping address
inapp_checkout.gift.review.account.header,Recipient details,Recipient details,Recipient details
inapp_checkout.gift.subscription.header,Add gift subscription details,Add gift subscription details,Add gift subscription details
inapp_checkout.gift.subscription.header.edit,Edit gift subscription details,Edit gift subscription details,Edit gift subscription details
inapp_checkout.gift.subscription.update,Update,Update,Update
inapp_checkout.gift.subscription.next,Next,Next,Next
inapp_checkout.gift.review.header,Complete your order,Complete your order,Complete your order
inapp_checkout.gift.review.btn.txt,Pay %{amount} &amp; place gift order,Pay %{amount} & place gift order,Pay %{amount} & place gift order
inapp_checkout.gift.thankyou.header,,,
inapp_checkout.gift.thankyou.body,,,
inapp_checkout.gift.thankyou.close,CLOSE,CLOSE,CLOSE
inapp_checkout.gift.review.self_gift.warning,You seem to be sending the gift to your own email address.,You seem to be sending the gift to your own email address.,You seem to be sending the gift to your own email address.
inapp_checkout.gift.payment_method.note.plan.no_trial,,,
inapp_checkout.gift.cart.note.plan.no_trial,,,
inapp_checkout.gift.review.note.plan.no_trial,,,
inapp_checkout.gift.customer.note,,,
inapp_checkout.gift.subscription.note,,,
inapp_checkout.gift.shipping_address.note,,,
inapp_checkout.gift.billing_address.note,,,
inapp_checkout.gift.review.threedsWarning.non_trial,You may be redirected to your bank page for 3D secure verification.,You may be redirected to your bank page for 3D secure verification.,You may be redirected to your bank page for 3D secure verification.
inapp_checkout.gift.review.threedsWarning.trial,"You may be redirected to your bank page for 3D secure verification for which a token amount may be charged,which will be fully refunded automatically.","You may be redirected to your bank page for 3D secure verification for which a token amount may be charged,which will be fully refunded automatically.","You may be redirected to your bank page for 3D secure verification for which a token amount may be charged,which will be fully refunded automatically."
inapp_checkout.gift_claim.modal_button.cancel,Cancel,Cancel,Cancel
inapp_checkout.gift_claim.modal_button.confirm,Confirm,Confirm,Confirm
inapp_checkout.gift_claim.cart.header,Your gift,Your gift,Your gift
inapp_checkout.gift_claim.cart.header.edit,Your gift,Your gift,Your gift
inapp_checkout.gift_claim.cart.next,Proceed to claim,Proceed to claim,Proceed to claim
inapp_checkout.gift_claim.cart.body_desc,Congratulations on your gift! You need to claim it to get started!,Congratulations on your gift! You need to claim it to get started!,Congratulations on your gift! You need to claim it to get started!
inapp_checkout.gift_claim.customer.body_desc,"Here are the details that we have got. You can update this information, if required.","Here are the details that we have got. You can update this information, if required.","Here are the details that we have got. You can update this information, if required."
inapp_checkout.gift_claim.customer.header,Add your account information,Add your account information,Add your account information
inapp_checkout.gift_claim.customer.header.edit,Edit your account information,Edit your account information,Edit your account information
inapp_checkout.gift_claim.customer.update,Update,Update,Update
inapp_checkout.gift_claim.customer.next,Next,Next,Next
inapp_checkout.gift_claim.shipping_address.header,Add your shipping address,Add your shipping address,Add your shipping address
inapp_checkout.gift_claim.shipping_address.header.edit,Edit your shipping address,Edit your shipping address,Edit your shipping address
inapp_checkout.gift_claim.shipping_address.update,Update,Update,Update
inapp_checkout.gift_claim.shipping_address.next,Next,Next,Next
inapp_checkout.gift_claim.shipping_address.body_desc,,,
inapp_checkout.gift_claim.review.shipping.header,Shipping address,Shipping address,Shipping address
inapp_checkout.gift_claim.review.account.header,Account,Account,Account
inapp_checkout.gift_claim.review.subscription.header,Subscription details,Subscription details,Subscription details
inapp_checkout.gift_claim.subscription.header,Add gift subscription details,Add gift subscription details,Add gift subscription details
